order_id,product_id,customer_id,order_date,shipping_date,quantity,price,discount_amount,tax_amount,shipping_cost,order_total,free_shipping,fulfillment_status,refund_amount,payment_method,shipping_method,carrier,sales_channel,coupon_code,ship_to_city,ship_to_state,ship_to_zip,ship_to_country
96511660,154907,5462967,2024-04-14 12:47:40,2024-04-20 12:47:40,1,59.41,0.0,4.16,6.75,70.32,False,Shipped,0.0,Google Pay,Expedited,FedEx,Retail Store,,New Angelabury,ND,77697,USA
94656979,688211,2509233,2024-04-14 13:17:42,2024-04-17 13:17:42,1,64.79,0.0,4.54,7.51,76.84,False,Delivered,0.0,Apple Pay,Expedited,FedEx,Online Store,,Elizabethport,OH,76426,USA
61671349,191421,4839081,2024-04-14 17:46:50,2024-04-19 17:46:50,1,21.23,0.0,1.49,4.8,27.52,False,Delivered,0.0,Google Pay,Standard,UPS,Online Store,,Jasonhaven,DC,01233,USA
28507579,380679,7772134,2024-04-14 18:13:58,2024-04-15 18:13:58,5,98.0,49.0,40.79,0.0,481.79,True,Shipped,0.0,Apple Pay,Expedited,DHL,Retail Store,WELCOME10,Taylormouth,NH,76048,USA
95551282,979234,8895311,2024-04-14 19:50:38,2024-04-21 19:50:38,4,411.83,0.0,152.38,0.0,1799.7,True,Delivered,0.0,Gift Card,Standard,UPS,Online Store,,West Susanton,ME,76884,USA
82968348,688211,7239477,2024-04-15 04:15:28,2024-04-17 04:15:28,2,63.23,0.0,8.85,0.0,135.31,True,Delivered,0.0,Google Pay,Overnight,UPS,Online Store,,Johnside,FL,64336,USA
32147122,154907,9774862,2024-04-15 04:30:37,2024-04-18 04:30:37,2,56.86,0.0,7.96,0.0,121.68,True,Delivered,0.0,Credit Card,Two-Day,DHL,Retail Store,,West Alexstad,MO,85015,USA
47317206,993477,6787589,2024-04-15 08:02:30,2024-04-18 08:02:30,2,83.09,16.62,7.48,0.0,157.04,True,Shipped,0.0,PayPal,Standard,FedEx,Online Store,SPRING15,North Barbarastad,CO,91246,USA
45915708,154907,5083171,2024-04-15 08:04:38,2024-04-19 08:04:38,2,64.04,0.0,8.97,0.0,137.05,True,Shipped,0.0,Gift Card,Overnight,FedEx,Online Store,,Williamhaven,CT,14641,USA
78963252,191421,9396573,2024-04-15 09:09:37,2024-04-17 09:09:37,4,23.65,0.0,7.57,0.0,102.17,True,Shipped,0.0,Credit Card,Standard,FedEx,Online Store,,West Shawnville,IA,33797,USA
73590792,191421,8241732,2024-04-15 13:11:46,2024-04-17 13:11:46,2,23.35,2.34,3.55,8.67,56.58,False,Shipped,0.0,Gift Card,Expedited,DHL,Online Store,WELCOME10,New Megan,NE,21873,USA
86848742,979234,2357657,2024-04-15 16:11:24,2024-04-18 16:11:24,7,460.67,0.0,257.98,0.0,3482.67,True,Delivered,0.0,Credit Card,Overnight,FedEx,Online Store,,Lovestad,KY,33442,USA
55352551,453597,6447480,2024-04-15 20:39:29,2024-04-15 20:39:29,2,54.26,0.0,10.04,0.0,118.56,True,Shipped,0.0,Apple Pay,Standard,USPS,Online Store,,Mcmahonberg,NM,67577,USA
54952909,191421,6190193,2024-04-15 20:43:15,2024-04-18 20:43:15,1,23.09,2.31,1.45,4.8,27.03,False,Delivered,0.0,Gift Card,Standard,USPS,Retail Store,BULK5,Beardbury,PA,29367,USA
17305237,453597,3156507,2024-04-15 21:56:27,2024-04-16 21:56:27,3,54.07,0.0,15.0,0.0,177.21,True,Delivered,0.0,Gift Card,Overnight,DHL,Online Store,,West Lisa,ID,89902,USA
60786876,191421,6804800,2024-04-15 22:30:06,2024-04-18 22:30:06,1,21.77,0.0,1.09,10.07,32.93,False,Delivered,0.0,Credit Card,Two-Day,UPS,Online Store,,West Kim,AR,42322,USA
60559201,191421,4077795,2024-04-15 23:15:34,2024-04-21 23:15:34,5,24.64,6.16,8.19,0.0,125.23,True,Shipped,0.0,Apple Pay,Two-Day,USPS,Online Store,VIP20,West Randy,MS,32540,USA
87633681,191421,1945574,2024-04-16 00:03:56,2024-04-18 00:03:56,1,21.8,1.09,1.45,4.8,26.96,False,Shipped,0.0,Credit Card,Standard,USPS,Online Store,WELCOME10,North Patricia,TX,44743,USA
37920963,191421,9390071,2024-04-16 00:07:21,2024-04-17 00:07:21,2,22.5,0.0,3.15,8.67,56.82,False,Shipped,0.0,Apple Pay,Expedited,UPS,Online Store,,New Aliciafort,VT,29602,USA
85442571,979234,1557371,2024-04-16 14:37:45,2024-04-17 14:37:45,2,441.92,0.0,70.71,0.0,954.55,True,Shipped,0.0,Apple Pay,Expedited,FedEx,Online Store,,West Kelly,MI,68611,USA
95559850,688211,4427752,2024-04-16 17:56:14,2024-04-17 17:56:14,5,64.35,0.0,29.76,0.0,351.51,True,Shipped,0.0,Google Pay,Two-Day,USPS,Online Store,,Port Carolynview,MS,33903,USA
94869417,688211,7701010,2024-04-16 20:21:30,2024-04-20 20:21:30,1,58.04,0.0,4.06,15.51,77.61,False,Delivered,0.0,Google Pay,Overnight,UPS,Retail Store,,North Joshuahaven,IL,26895,USA
76097369,979234,9813085,2024-04-16 23:38:38,2024-04-19 23:38:38,2,456.41,0.0,73.03,0.0,985.85,True,Processing,0.0,Apple Pay,Expedited,USPS,Online Store,,West Aprilville,MD,05226,USA
97541221,979234,9524218,2024-04-17 00:01:27,2024-04-21 00:01:27,1,415.13,41.51,29.89,0.0,403.51,True,Delivered,0.0,Apple Pay,Two-Day,UPS,Retail Store,WELCOME10,Jessicastad,HI,66792,USA
51373649,688211,8602035,2024-04-17 00:56:48,2024-04-17 00:56:48,5,65.49,32.74,20.63,0.0,315.34,True,Shipped,0.0,Gift Card,Two-Day,FedEx,Online Store,SPRING15,Ericville,ME,18329,USA
44691168,979234,4081356,2024-04-17 02:28:31,2024-04-18 02:28:31,4,405.09,0.0,113.43,0.0,1733.79,True,Cancelled,1125.97,Apple Pay,Expedited,DHL,Retail Store,,South Kevinfurt,FL,38296,USA
92606757,979234,2952127,2024-04-17 05:13:42,2024-04-20 05:13:42,3,446.5,133.95,84.39,0.0,1289.94,True,Shipped,0.0,PayPal,Two-Day,FedEx,Marketplace,,New Claudiaside,NM,08469,USA
23908479,688211,9625061,2024-04-17 12:08:49,2024-04-18 12:08:49,5,53.53,0.0,24.76,0.0,292.41,True,Processing,0.0,Google Pay,Standard,FedEx,Retail Store,,New Robertshire,RI,65985,USA
29551165,191421,1668626,2024-04-17 13:17:30,2024-04-20 13:17:30,2,24.37,0.0,3.41,8.67,60.82,False,Shipped,0.0,Credit Card,Expedited,DHL,Online Store,,Colinview,IN,99538,USA
37734636,154907,3545217,2024-04-17 15:07:31,2024-04-19 15:07:31,3,63.34,9.5,14.44,0.0,194.96,True,Delivered,0.0,Google Pay,Overnight,DHL,Marketplace,SPRING15,New Heather,ME,97395,USA
85383428,979234,8771909,2024-04-17 19:24:46,2024-04-20 19:24:46,2,437.33,0.0,69.97,0.0,944.63,True,Shipped,0.0,Gift Card,Expedited,USPS,Retail Store,,Milesmouth,IL,04846,USA
84068263,979234,4306703,2024-04-17 20:05:46,2024-04-21 20:05:46,1,471.77,0.0,43.64,0.0,515.41,True,Shipped,0.0,Credit Card,Standard,DHL,Online Store,,Thomasside,NC,27047,USA
75656878,191421,6650121,2024-04-17 20:21:19,2024-04-18 20:21:19,1,20.81,2.08,0.94,15.35,35.02,False,Delivered,0.0,Gift Card,Overnight,UPS,Online Store,BULK5,South Staceybury,MT,13487,USA
72308617,453597,4191338,2024-04-17 21:00:04,2024-04-18 21:00:04,4,53.79,0.0,10.76,0.0,225.92,True,In Transit,0.0,Google Pay,Standard,USPS,Online Store,,Schmidtville,MO,64928,USA
10286014,191421,6126711,2024-04-18 03:24:06,2024-04-20 03:24:06,2,20.62,2.06,3.13,8.67,50.98,False,Processing,0.0,PayPal,Expedited,FedEx,Online Store,,West Deborahview,NV,60503,USA
27465224,979234,6175800,2024-04-18 12:36:53,2024-04-20 12:36:53,1,414.13,41.41,29.82,0.0,402.54,True,In Transit,0.0,Credit Card,Two-Day,DHL,Online Store,,Lake Susan,TX,80868,USA
44213949,453597,4798209,2024-04-18 15:57:34,2024-04-23 15:57:34,23,51.4,118.22,74.48,0.0,1138.46,True,Delivered,0.0,Apple Pay,Expedited,DHL,Online Store,SPRING15,Buckchester,TN,85969,USA
39651318,191421,7226035,2024-04-18 20:47:56,2024-04-19 20:47:56,1,21.33,0.0,1.49,15.35,38.17,False,Shipped,0.0,PayPal,Overnight,UPS,Online Store,,Kelseyland,VA,20920,USA
19322895,191421,4895460,2024-04-19 00:17:38,2024-04-21 00:17:38,2,21.37,4.27,3.08,5.59,47.14,False,Processing,0.0,Credit Card,Standard,USPS,Online Store,WELCOME10,New Jennifer,IL,47005,USA
91704378,993477,2952127,2024-04-19 02:37:39,2024-04-22 02:37:39,1,82.97,0.0,5.81,0.0,88.78,True,In Transit,0.0,Credit Card,Two-Day,USPS,Retail Store,,Hicksmouth,ME,00784,USA
74965315,979234,1273651,2024-04-19 05:04:02,2024-04-21 05:04:02,2,431.76,0.0,60.45,0.0,923.97,True,In Transit,0.0,PayPal,Standard,UPS,Online Store,,South Sarah,AK,51843,USA
17172558,688211,2323095,2024-04-19 05:43:31,2024-04-24 05:43:31,5,64.79,0.0,25.92,0.0,349.87,True,Shipped,0.0,Gift Card,Two-Day,FedEx,Marketplace,,North Michaelton,VT,09603,USA
48956857,191421,8069499,2024-04-19 07:31:11,2024-04-20 07:31:11,1,23.52,0.0,1.65,4.8,29.97,False,Delivered,0.0,Credit Card,Standard,UPS,Online Store,,Patriciafort,VA,65384,USA
32095622,191421,3288123,2024-04-19 08:46:02,2024-04-20 08:46:02,5,25.38,0.0,11.74,0.0,138.64,True,Delivered,0.0,Google Pay,Expedited,DHL,Online Store,,New Sandraborough,WV,01062,USA
24760148,453597,6075002,2024-04-19 08:46:52,2024-04-24 08:46:52,22,55.08,0.0,0.0,0.0,1211.76,True,Return Requested,504.81,Gift Card,Standard,DHL,Retail Store,,Guerratown,IN,27377,USA
74179753,979234,9305719,2024-04-19 09:02:54,2024-04-24 09:02:54,2,437.02,0.0,43.7,0.0,917.74,True,Shipped,0.0,PayPal,Two-Day,FedEx,Online Store,,North Samuel,CO,14433,USA
82037490,191421,9813509,2024-04-19 13:22:07,2024-04-21 13:22:07,1,25.69,3.85,1.09,10.07,33.0,False,Delivered,0.0,PayPal,Two-Day,FedEx,Online Store,VIP20,Morganport,DE,69456,USA
89299843,154907,6408019,2024-04-19 13:25:39,2024-04-20 13:25:39,3,62.87,0.0,17.45,0.0,206.06,True,Shipped,0.0,Gift Card,Two-Day,USPS,Marketplace,,South Cory,OR,91056,USA
73750482,191421,7002421,2024-04-19 15:02:25,2024-04-20 15:02:25,1,25.74,5.15,1.65,7.44,29.68,False,Shipped,0.0,Apple Pay,Expedited,FedEx,Marketplace,SPRING15,Dickersonport,AK,92573,USA
